key,title,authors,journal,year,abstract,doi,url,pmid,notes
40418571,Supervised Machine Learning Models for Predicting Sepsis-Associated Liver Injury in Patients With Sepsis: Development and Validation Study Based on a Multicenter Cohort Study.,Lei Jingchao; Zhai Jia; Zhang Yao; Qi Jing; Sun Chuanzheng,Journal of medical Internet research,2025,"Sepsis-associated liver injury (SALI) is a severe complication of sepsis that contributes to increased mortality and morbidity. Early identification of SALI can improve patient outcomes; however, sepsis heterogeneity makes timely diagnosis challenging. Traditional diagnostic tools are often limited, and machine learning techniques offer promising solutions for predicting adverse outcomes in patients with sepsis.",10.2196/66733,https://pubmed.ncbi.nlm.nih.gov/40418571/,40418571,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
41257634,Insights and limitations of endometrial cancer risk prediction models for clinical applicability: a systematic review.,El-Halabi Sabine; Luo Alison Zhijin; Talhouk Aline,BMC cancer,2025,"Endometrial cancer (EC) is the most common gynecologic cancer in high-income countries, with rising incidence rates. Risk prediction models can identify high-risk individuals, enabling targeted prevention and early intervention. Despite the development of several multivariable risk models aimed at stratifying EC risk, none have yet been adopted for clinical use in cancer prevention. This systematic review critically examines the performance, validation, and clinical applicability of existing EC risk prediction models.",10.1186/s12885-025-15200-x,https://pubmed.ncbi.nlm.nih.gov/41257634/,41257634,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
41438299,Machine learning-optimized metabolic biomarker panel for precision screening of early-stage pancreatic cancer in new-onset diabetes.,Jiang Weiliang; Cheng Zhiyuan; Mu Rong; Sun Haoran; Guo Zihao; Yu Guo,Frontiers in endocrinology,2025,"New-onset diabetes (NOD) represents a high-risk population for pancreatic ductal adenocarcinoma (PDAC), yet effective early detection tools for this specific subgroup remain an unmet clinical need.",10.3389/fendo.2025.1684608,https://pubmed.ncbi.nlm.nih.gov/41438299/,41438299,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
34983096,Quality of Radiomics Research on Brain Metastasis: A Roadmap to Promote Clinical Translation.,Park Chae Jung; Park Yae Won; Ahn Sung Soo; Kim Dain; Kim Eui Hyun; Kang Seok-Gu,Korean journal of radiology,2022,"Our study aimed to evaluate the quality of radiomics studies on brain metastases based on the radiomics quality score (RQS), Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) checklist, and the Image Biomarker Standardization Initiative (IBSI) guidelines.",10.3348/kjr.2021.0421,https://pubmed.ncbi.nlm.nih.gov/34983096/,34983096,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
41617898,Machine learning mortality prediction model for cyclosporine therapy in pediatric aplastic anemia.,Wen Xianhao; Xiao Li; Li Danni; Liao Meiling; Liu Yuye; Liu Qihui,Annals of hematology,2026,"The outcomes of children with aplastic anemia receiving cyclosporine monotherapy vary significantly in terms of mortality risk; therefore, a prognostic model for predicting mortality risk was constructed to optimize risk-stratified treatment strategies. This retrospective cohort study included children with acquired AA receiving cyclosporine-based immunosuppression, stratified by disease severity (vSAA/SAA/NSAA) and randomly split into training (70%) and validation (30%) cohorts. Ten machine learning models were developed; hyperparameters were optimized via grid search with 10-fold cross-validation exclusively within the training cohort to prevent data leakage. Model performance was evaluated using area under the ROC curve (AUC), accuracy, recall, specificity, precision, F1 score, and Brie",10.1007/s00277-026-06842-3,https://pubmed.ncbi.nlm.nih.gov/41617898/,41617898,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
35500139,Characteristics and Quality of Diagnostic and Risk Prediction Models for Frailty in Older Adults: A Systematic Review.,Gao Yinyan; Chen Yancong; Hu Mingyue; Gan Ting; Sun Xuemei; Zhang Zixuan,Journal of applied gerontology : the official journal of the Southern Gerontological Society,2022,"Several prediction models for frailty in older adults have been published, but their characteristics and methodological quality are unclear. This review aims to summarize and critically appraise the prediction models. Studies describing multivariable prediction models for frailty among older adults were included. PubMed, Embase, Web of Science, and PsycINFO were searched from outset to Feb 21, 2021. Methodological and reporting quality of included models were evaluated by PROBAST and TRIPOD, respectively. All results were descriptively summarized. Twenty articles including 39 models were identified. The included models showed good predictive discrimination with C indices ranging from 0.70 to 0.98. However, all studies except one were assessed as high risk of bias mainly due to inappropriat",10.1177/07334648221097084,https://pubmed.ncbi.nlm.nih.gov/35500139/,35500139,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
40953872,"Developing and validating a risk prediction model for conversion to type 2 diabetes mellitus in women with a history of gestational diabetes mellitus: protocol for a population-based, data-linkage study.",Versace Vincent; Boyle Douglas; Janus Edward; Dunbar James; Feyissa Tesfaye R; Belsti Yitayeh,BMJ open,2025,"Women with gestational diabetes mellitus (GDM) are at seven-fold to ten-fold increased risk of type 2 diabetes mellitus (T2DM) when compared with those who experience a normoglycaemic pregnancy, and the cumulative incidence increases with the time of follow-up post birth. This protocol outlines the development and validation of a risk prediction model assessing the 5-year and 10-year risk of T2DM in women with a prior GDM diagnosis.",10.1136/bmjopen-2025-106052,https://pubmed.ncbi.nlm.nih.gov/40953872/,40953872,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
40845608,Transparency in Externally Validated Models: A systematic review of machine learning vs. logistic regression for predicting colorectal anastomotic leakage.,Ben Hmido Sara; Abder Rahim Houssam; Ingwersen Erik W; Burchell George; Hompes Roel; van der Peet Donald,European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology,2025,"Colorectal resection carries a 2.8 %-30 % risk of anastomotic leakage. Machine learning can estimate risks and guide decisions, but clinical implementation remains inadequate due to transparency issues. This review assesses the performance and transparency of machine learning models compared to logistic regression.",10.1016/j.ejso.2025.110367,https://pubmed.ncbi.nlm.nih.gov/40845608/,40845608,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=1 | dual_overlap=0
38259313,Prediction models for major adverse cardiovascular events after percutaneous coronary intervention: a systematic review.,Deng Wenqi; Wang Dayang; Wan Yandi; Lai Sijia; Ding Yukun; Wang Xian,Frontiers in cardiovascular medicine,2023,"The number of models developed for predicting major adverse cardiovascular events (MACE) in patients undergoing percutaneous coronary intervention (PCI) is increasing, but the performance of these models is unknown. The purpose of this systematic review is to evaluate, describe, and compare existing models and analyze the factors that can predict outcomes.",10.3389/fcvm.2023.1287434,https://pubmed.ncbi.nlm.nih.gov/38259313/,38259313,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
38465408,Development and internal validation of a prediction model for patients with hematologic diseases of fall risk: a cohort study.,Xinrui Huang; Min Xu; Min Cao; Chenyi Xu,Expert review of hematology,2024,To develop and internally validate a prediction model for identifying patients with hematologic diseases of fall risk.,10.1080/17474086.2024.2329596,https://pubmed.ncbi.nlm.nih.gov/38465408/,38465408,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
35297371,Implementation of prognostic machine learning algorithms in paediatric chronic respiratory conditions: a scoping review.,Filipow Nicole; Main Eleanor; Sebire Neil J; Booth John; Taylor Andrew M; Davies Gwyneth,BMJ open respiratory research,2022,"Machine learning (ML) holds great potential for predicting clinical outcomes in heterogeneous chronic respiratory diseases (CRD) affecting children, where timely individualised treatments offer opportunities for health optimisation. This paper identifies rate-limiting steps in ML prediction model development that impair clinical translation and discusses regulatory, clinical and ethical considerations for ML implementation. A scoping review of ML prediction models in paediatric CRDs was undertaken using the PRISMA extension scoping review guidelines. From 1209 results, 25 articles published between 2013 and 2021 were evaluated for features of a good clinical prediction model using the Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) g",10.1136/bmjresp-2021-001165,https://pubmed.ncbi.nlm.nih.gov/35297371/,35297371,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
TBD_001,[TBD placeholder 001 of 150 — to be fetched via esearch retstart 91 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 90 (seed 20260830),,,TBD_001,TBD — not yet screened; will be populated in full n=150 run
TBD_002,[TBD placeholder 002 of 150 — to be fetched via esearch retstart 92 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 91 (seed 20260830),,,TBD_002,TBD — not yet screened; will be populated in full n=150 run
TBD_003,[TBD placeholder 003 of 150 — to be fetched via esearch retstart 93 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 92 (seed 20260830),,,TBD_003,TBD — not yet screened; will be populated in full n=150 run
TBD_004,[TBD placeholder 004 of 150 — to be fetched via esearch retstart 94 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 93 (seed 20260830),,,TBD_004,TBD — not yet screened; will be populated in full n=150 run
TBD_005,[TBD placeholder 005 of 150 — to be fetched via esearch retstart 95 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 94 (seed 20260830),,,TBD_005,TBD — not yet screened; will be populated in full n=150 run
TBD_006,[TBD placeholder 006 of 150 — to be fetched via esearch retstart 96 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 95 (seed 20260830),,,TBD_006,TBD — not yet screened; will be populated in full n=150 run
TBD_007,[TBD placeholder 007 of 150 — to be fetched via esearch retstart 97 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 96 (seed 20260830),,,TBD_007,TBD — not yet screened; will be populated in full n=150 run
TBD_008,[TBD placeholder 008 of 150 — to be fetched via esearch retstart 98 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 97 (seed 20260830),,,TBD_008,TBD — not yet screened; will be populated in full n=150 run
TBD_009,[TBD placeholder 009 of 150 — to be fetched via esearch retstart 99 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 98 (seed 20260830),,,TBD_009,TBD — not yet screened; will be populated in full n=150 run
TBD_010,[TBD placeholder 010 of 150 — to be fetched via esearch retstart 100 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 99 (seed 20260830),,,TBD_010,TBD — not yet screened; will be populated in full n=150 run
TBD_011,[TBD placeholder 011 of 150 — to be fetched via esearch retstart 101 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 100 (seed 20260830),,,TBD_011,TBD — not yet screened; will be populated in full n=150 run
TBD_012,[TBD placeholder 012 of 150 — to be fetched via esearch retstart 102 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 101 (seed 20260830),,,TBD_012,TBD — not yet screened; will be populated in full n=150 run
TBD_013,[TBD placeholder 013 of 150 — to be fetched via esearch retstart 103 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 102 (seed 20260830),,,TBD_013,TBD — not yet screened; will be populated in full n=150 run
TBD_014,[TBD placeholder 014 of 150 — to be fetched via esearch retstart 104 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 103 (seed 20260830),,,TBD_014,TBD — not yet screened; will be populated in full n=150 run
TBD_015,[TBD placeholder 015 of 150 — to be fetched via esearch retstart 105 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 104 (seed 20260830),,,TBD_015,TBD — not yet screened; will be populated in full n=150 run
TBD_016,[TBD placeholder 016 of 150 — to be fetched via esearch retstart 106 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 105 (seed 20260830),,,TBD_016,TBD — not yet screened; will be populated in full n=150 run
TBD_017,[TBD placeholder 017 of 150 — to be fetched via esearch retstart 107 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 106 (seed 20260830),,,TBD_017,TBD — not yet screened; will be populated in full n=150 run
TBD_018,[TBD placeholder 018 of 150 — to be fetched via esearch retstart 108 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 107 (seed 20260830),,,TBD_018,TBD — not yet screened; will be populated in full n=150 run
TBD_019,[TBD placeholder 019 of 150 — to be fetched via esearch retstart 109 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 108 (seed 20260830),,,TBD_019,TBD — not yet screened; will be populated in full n=150 run
TBD_020,[TBD placeholder 020 of 150 — to be fetched via esearch retstart 110 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 109 (seed 20260830),,,TBD_020,TBD — not yet screened; will be populated in full n=150 run
TBD_021,[TBD placeholder 021 of 150 — to be fetched via esearch retstart 111 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 110 (seed 20260830),,,TBD_021,TBD — not yet screened; will be populated in full n=150 run
TBD_022,[TBD placeholder 022 of 150 — to be fetched via esearch retstart 112 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 111 (seed 20260830),,,TBD_022,TBD — not yet screened; will be populated in full n=150 run
TBD_023,[TBD placeholder 023 of 150 — to be fetched via esearch retstart 113 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 112 (seed 20260830),,,TBD_023,TBD — not yet screened; will be populated in full n=150 run
TBD_024,[TBD placeholder 024 of 150 — to be fetched via esearch retstart 114 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 113 (seed 20260830),,,TBD_024,TBD — not yet screened; will be populated in full n=150 run
TBD_025,[TBD placeholder 025 of 150 — to be fetched via esearch retstart 115 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 114 (seed 20260830),,,TBD_025,TBD — not yet screened; will be populated in full n=150 run
TBD_026,[TBD placeholder 026 of 150 — to be fetched via esearch retstart 116 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 115 (seed 20260830),,,TBD_026,TBD — not yet screened; will be populated in full n=150 run
TBD_027,[TBD placeholder 027 of 150 — to be fetched via esearch retstart 117 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 116 (seed 20260830),,,TBD_027,TBD — not yet screened; will be populated in full n=150 run
TBD_028,[TBD placeholder 028 of 150 — to be fetched via esearch retstart 118 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 117 (seed 20260830),,,TBD_028,TBD — not yet screened; will be populated in full n=150 run
TBD_029,[TBD placeholder 029 of 150 — to be fetched via esearch retstart 119 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 118 (seed 20260830),,,TBD_029,TBD — not yet screened; will be populated in full n=150 run
TBD_030,[TBD placeholder 030 of 150 — to be fetched via esearch retstart 120 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 119 (seed 20260830),,,TBD_030,TBD — not yet screened; will be populated in full n=150 run
TBD_031,[TBD placeholder 031 of 150 — to be fetched via esearch retstart 121 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 120 (seed 20260830),,,TBD_031,TBD — not yet screened; will be populated in full n=150 run
TBD_032,[TBD placeholder 032 of 150 — to be fetched via esearch retstart 122 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 121 (seed 20260830),,,TBD_032,TBD — not yet screened; will be populated in full n=150 run
TBD_033,[TBD placeholder 033 of 150 — to be fetched via esearch retstart 123 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 122 (seed 20260830),,,TBD_033,TBD — not yet screened; will be populated in full n=150 run
TBD_034,[TBD placeholder 034 of 150 — to be fetched via esearch retstart 124 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 123 (seed 20260830),,,TBD_034,TBD — not yet screened; will be populated in full n=150 run
TBD_035,[TBD placeholder 035 of 150 — to be fetched via esearch retstart 125 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 124 (seed 20260830),,,TBD_035,TBD — not yet screened; will be populated in full n=150 run
TBD_036,[TBD placeholder 036 of 150 — to be fetched via esearch retstart 126 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 125 (seed 20260830),,,TBD_036,TBD — not yet screened; will be populated in full n=150 run
TBD_037,[TBD placeholder 037 of 150 — to be fetched via esearch retstart 127 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 126 (seed 20260830),,,TBD_037,TBD — not yet screened; will be populated in full n=150 run
TBD_038,[TBD placeholder 038 of 150 — to be fetched via esearch retstart 128 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 127 (seed 20260830),,,TBD_038,TBD — not yet screened; will be populated in full n=150 run
TBD_039,[TBD placeholder 039 of 150 — to be fetched via esearch retstart 129 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 128 (seed 20260830),,,TBD_039,TBD — not yet screened; will be populated in full n=150 run
TBD_040,[TBD placeholder 040 of 150 — to be fetched via esearch retstart 130 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 129 (seed 20260830),,,TBD_040,TBD — not yet screened; will be populated in full n=150 run
TBD_041,[TBD placeholder 041 of 150 — to be fetched via esearch retstart 131 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 130 (seed 20260830),,,TBD_041,TBD — not yet screened; will be populated in full n=150 run
TBD_042,[TBD placeholder 042 of 150 — to be fetched via esearch retstart 132 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 131 (seed 20260830),,,TBD_042,TBD — not yet screened; will be populated in full n=150 run
TBD_043,[TBD placeholder 043 of 150 — to be fetched via esearch retstart 133 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 132 (seed 20260830),,,TBD_043,TBD — not yet screened; will be populated in full n=150 run
TBD_044,[TBD placeholder 044 of 150 — to be fetched via esearch retstart 134 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 133 (seed 20260830),,,TBD_044,TBD — not yet screened; will be populated in full n=150 run
TBD_045,[TBD placeholder 045 of 150 — to be fetched via esearch retstart 135 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 134 (seed 20260830),,,TBD_045,TBD — not yet screened; will be populated in full n=150 run
TBD_046,[TBD placeholder 046 of 150 — to be fetched via esearch retstart 136 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 135 (seed 20260830),,,TBD_046,TBD — not yet screened; will be populated in full n=150 run
TBD_047,[TBD placeholder 047 of 150 — to be fetched via esearch retstart 137 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 136 (seed 20260830),,,TBD_047,TBD — not yet screened; will be populated in full n=150 run
TBD_048,[TBD placeholder 048 of 150 — to be fetched via esearch retstart 138 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 137 (seed 20260830),,,TBD_048,TBD — not yet screened; will be populated in full n=150 run
TBD_049,[TBD placeholder 049 of 150 — to be fetched via esearch retstart 139 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 138 (seed 20260830),,,TBD_049,TBD — not yet screened; will be populated in full n=150 run
TBD_050,[TBD placeholder 050 of 150 — to be fetched via esearch retstart 140 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 139 (seed 20260830),,,TBD_050,TBD — not yet screened; will be populated in full n=150 run
TBD_051,[TBD placeholder 051 of 150 — to be fetched via esearch retstart 141 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 140 (seed 20260830),,,TBD_051,TBD — not yet screened; will be populated in full n=150 run
TBD_052,[TBD placeholder 052 of 150 — to be fetched via esearch retstart 142 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 141 (seed 20260830),,,TBD_052,TBD — not yet screened; will be populated in full n=150 run
TBD_053,[TBD placeholder 053 of 150 — to be fetched via esearch retstart 143 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 142 (seed 20260830),,,TBD_053,TBD — not yet screened; will be populated in full n=150 run
TBD_054,[TBD placeholder 054 of 150 — to be fetched via esearch retstart 144 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 143 (seed 20260830),,,TBD_054,TBD — not yet screened; will be populated in full n=150 run
TBD_055,[TBD placeholder 055 of 150 — to be fetched via esearch retstart 145 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 144 (seed 20260830),,,TBD_055,TBD — not yet screened; will be populated in full n=150 run
TBD_056,[TBD placeholder 056 of 150 — to be fetched via esearch retstart 146 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 145 (seed 20260830),,,TBD_056,TBD — not yet screened; will be populated in full n=150 run
TBD_057,[TBD placeholder 057 of 150 — to be fetched via esearch retstart 147 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 146 (seed 20260830),,,TBD_057,TBD — not yet screened; will be populated in full n=150 run
TBD_058,[TBD placeholder 058 of 150 — to be fetched via esearch retstart 148 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 147 (seed 20260830),,,TBD_058,TBD — not yet screened; will be populated in full n=150 run
TBD_059,[TBD placeholder 059 of 150 — to be fetched via esearch retstart 149 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 148 (seed 20260830),,,TBD_059,TBD — not yet screened; will be populated in full n=150 run
TBD_060,[TBD placeholder 060 of 150 — to be fetched via esearch retstart 150 ],,,,Placeholder for remaining 60 of 150 target; fetch via TRIPOD AND validation retstart 149 (seed 20260830),,,TBD_060,TBD — not yet screened; will be populated in full n=150 run
