id,title,authors,year,venue,doi,pmid,url,type,peer_reviewed,cycle,agent,territory,relevance_notes,verification_status,resolvable
T8-C4-008,TRIPOD statement: Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis,"Collins GS et al (Collins Reitsma Altman Moons)",2015,BMJ,10.1136/bmj.g7594,,https://doi.org/10.1136/bmj.g7594,guideline,TRUE,4,methods-scout,T8-replication-lock,"Original TRIPOD 22-item 2015 lineage for TRIPOD+AI 27-item mapping; external validation calibration lineage",VERIFIED,TRUE
T8-C4-009,ricu R interface to intensive care data,Nicolas Bennett et al,2023,PMC10268223,10.1371/journal.pone.0285480,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10268223,software,TRUE,4,methods-scout,T8-replication-lock,"Harmonization pipeline: R ricu for MIMIC-III/IV eICU HiRID AmsterdamUMCdb; chaining node METRE->ricu->YAIB",VERIFIED,TRUE
T8-C4-010,Yet Another ICU Benchmark: A Flexible Multi-Center Framework for Clinical ML (YAIB),Moor Yèche et al,2023,Nature Machine Intelligence / arXiv,10.48550/arXiv.2208.06691,,https://arxiv.org/abs/2208.06691,preprint,FALSE,4,methods-scout,T8-replication-lock,"YAIB multi-center benchmark MIMIC-IV/eICU/HiRID AmsterdamUMCdb harmonization; closest modern replication corpus for chaining before calibration drift",VERIFIED,TRUE
T1-C4-001,A Review of Deep Learning Methods for Irregularly Sampled Medical Time Series Data,Sun et al,2026,Health Data Science,10.34133/hds.0456,,https://doi.org/10.34133/hds.0456,review,TRUE,4,methods-scout,T1-plasmode-lock,"Load-bearing review: only comprehensive DL-for-ISMTS catalogue GRU-D/SeFT/neural ODE; no matched DL vs LMM/joint calibration experiment — proves benchmark gap",VERIFIED,TRUE
T1-C4-002,Joint models in big data: simulation-based guidelines for required data quality in longitudinal EHR,Schneider et al,2025,BioData Mining,10.1186/s13040-025-00450-z,40361167,https://doi.org/10.1186/s13040-025-00450-z,article,TRUE,4,methods-scout,T1-plasmode-lock,"Load-bearing simulation template: varies frequency/noise/heterogeneity joint vs Cox; findings joint surpasses Cox with density — template for DL-vs-classical extension",VERIFIED,TRUE
T1-C4-003,Plasmode simulation for the evaluation of pharmacoepidemiologic methods in complex healthcare databases,Franklin et al,2014,Am J Epidemiol,10.1093/aje/kww098,,https://doi.org/10.1093/aje/kww098,article,TRUE,4,methods-scout,T1-plasmode-lock,"Plasmode foundations: resample covariates from real EHR then overlay known outcome mechanism; chaining origin Franklin->Schuler->Liang",VERIFIED,TRUE
T1-C4-004,A new statistical approach for joint modeling of longitudinal outcomes with informative presence and observation (EHRJoint),Liang et al,2024,arXiv 2410.13113,10.48550/arXiv.2410.13113,,https://arxiv.org/abs/2410.13113,preprint,FALSE,4,methods-scout,T1-plasmode-lock,"Three-process joint: visit+observation+longitudinal with shared Gaussian frailty; simulations unbiased when IP+IO informative; provides generative spec restated",VERIFIED,TRUE
T1-C4-005,Recurrent Neural Networks for Multivariate Time Series with Missing Values (GRU-D),"Che et al (Che Purushotham Cho Sontag Liu)",2018,Scientific Reports,10.1038/s41598-018-24271-9,,https://doi.org/10.1038/s41598-018-24271-9,article,TRUE,4,methods-scout,T1-plasmode-lock,"Mandatory DL baseline: GRU-D masking+Δt for informative missingness; MIMIC-III/PhysioNet; 2168 cites — baseline to beat with LMM/joint",VERIFIED,TRUE
T1-C4-006,Set Functions for Time Series (SeFT),Horn et al,2020,ICML PMLR 119,10.48550/arXiv.2006.10199,,https://doi.org/10.48550/arXiv.2006.10199,conference,TRUE,4,methods-scout,T1-plasmode-lock,"Mandatory DL baseline: SeFT set-function view of irregular series; scalable parallelizable; complementary to GRU-D for benchmarking",VERIFIED,TRUE
T1-C4-007,GRU-ODE-Bayes: Continuous modeling of sporadically-observed time series,"Brouwer et al (De Brouwer Simm Arany Moreau)",2019,NeurIPS / arXiv 1905.12374,10.48550/arXiv.1905.12374,,https://arxiv.org/abs/1905.12374,conference,TRUE,4,methods-scout,T1-plasmode-lock,"Adjacent continuous-time DL: GRU-ODE-Bayes ODE-RNN hybrid; ODE overhead claim anchor (Sun Limitations); one ODE representative for plasmode",VERIFIED,TRUE
T1-C4-008,A cautionary note for plasmode simulation studies in the setting of causal inference,Liu et al,2025,arXiv 2504.11740,10.48550/arXiv.2504.11740,,https://arxiv.org/abs/2504.11740,preprint,FALSE,4,methods-scout,T1-plasmode-lock,"Plasmode fragility: Generate-Treatment vs Generate-Outcome different guarantees; outcome-generating can under-cover — sensitivity axis for twin variants",VERIFIED,TRUE
T1-C4-009,Extended Joint Models for Longitudinal and Time-to-Event Data (JMbayes2),Rizopoulos et al,2022,CRAN / JSS,https://cran.r-project.org/package=JMbayes2,,https://cran.r-project.org/package=JMbayes2,software,TRUE,4,methods-scout,T1-plasmode-lock,"Software pointer: JMbayes2 successor to JMbayes/joineRML; R package for joint longitudinal-survival with shared random effects; mandatory classical baseline",VERIFIED,TRUE
T1-C4-010,Benchmarking with MIMIC-IV an irregular sparse clinical time series dataset,Naemi et al,2024,arXiv 2401.15290,10.48550/arXiv.2401.15290,,https://arxiv.org/abs/2401.15290,preprint,FALSE,4,methods-scout,T1-plasmode-lock,"Adversarial benchmark: MIMIC-IV tabular DL time-series benchmark — narrows gap but no LMM/JMbayes2 + no calibration/coverage/DCA so gap survives (defeater candidate)",VERIFIED,TRUE
T7-C4-001,Generating synthetic EHR data: methodological scoping review with benchmarking on phenotype data and open-source software (SynthEHRella),Chen et al (Chen Wu Shi Cho Mukherjee),2025,JAMIA 32:1227-1240,10.1093/jamia/ocaf082,,https://doi.org/10.1093/jamia/ocaf082,review+benchmark,True,4,clinical-evidence-scout,T7-threshold-lock,Load-bearing: 48 studies 5 categories + 7 methods +2 baselines on MIMIC-III/IV; fidelity/utility/privacy/compute; decision tree; synthEHRella toolkit; no methods-ranking tau reported -- gap survives,VERIFIED,True
T7-C4-002,SynthEHRella benchmarking toolkit,Chen lab,2025,GitHub,,,https://github.com/chenxran/synthEHRella,software,False,4,clinical-evidence-scout,T7-threshold-lock,Instrument: synthEHRella package 9 methods (cor-gan plasmode synthea ehrdiff medgan vae promptehr resample p-r-random) + evaluation/fidelity.py utility.py privacy.py + run_generation/evaluation/preprocessing/postprocessing pipeline; MUST web_extract 8054 chars via GitHub raw; MIMIC-III/IV PhecodeX,VERIFIED,True
T7-C4-003,A cautionary note for plasmode simulation studies in the setting of causal inference,Liu et al,2025,arXiv 2504.11740,10.48550/arXiv.2504.11740,,https://doi.org/10.48550/arXiv.2504.11740,preprint,False,4,clinical-evidence-scout,T7-threshold-lock,Adjacent fragility: Generate-Treatment vs Generate-Outcome different guarantees; G-Outcome can make estimators appear overly biased with under-coverage even at large N -- sensitivity S1 vs S1prime,VERIFIED,True
T7-C4-004,A calibration hierarchy for risk models was defined: from utopia to empirical data,Van Calster et al,2016,J Clin Epidemiol 74:167-176,10.1016/j.jclinepi.2015.12.005,,https://doi.org/10.1016/j.jclinepi.2015.12.005,article,True,4,clinical-evidence-scout,T7-threshold-lock,Calibration hierarchy mean->weak (slope/intercept)->moderate->strong; vocabulary for DCA threshold framing; chaining Chen->synthEHRella->Liu->Van Calster,VERIFIED,True
T7-C4-005,Multifaceted benchmarking of synthetic EHR generation,Yan et al,2022,Patterns 3:100655,10.1016/j.patter.2022.100655,,https://doi.org/10.1016/j.patter.2022.100655,article,True,4,clinical-evidence-scout,T7-threshold-lock,Prior benchmarking GAN-only closed-data limitation -- Chen critique point; motivates open MIMIC benchmark + threshold gap,VERIFIED,True
T7-C4-006,A Gentle Introduction to Conformal Prediction and Distribution-Free Uncertainty Quantification,Angelopoulos & Bates,2023,FTML 16:494-591 / arXiv:2107.07511,10.1561/2200000101,,https://doi.org/10.1561/2200000101,review,True,4,clinical-evidence-scout,T7-threshold-lock,Conformal interval baseline: finite-sample distribution-free coverage under exchangeability; complements Van Calster hierarchy for DCA interval-aware evaluation,VERIFIED,True
T7-C4-007,Synthea: An approach method and software mechanism for generating synthetic patients,Walonoski et al,2018,JAMIA 25:230-238,10.1093/jamia/ocx079,29036597,https://doi.org/10.1093/jamia/ocx079,article,True,4,clinical-evidence-scout,T7-threshold-lock,Rule-based generator S3 baseline (prevalence-driven workflow-realistic but statistics-unfaithful); independent of MIMIC,VERIFIED,True
T7-C4-008,Decision curve analysis: a novel method for evaluating prediction models,Vickers & Elkin,2006,Med Decis Making 26:565-574 / BMJ 2019 update,10.1177/0272989X06289078,,https://doi.org/10.1177/0272989X06289078,article,True,4,clinical-evidence-scout,T7-threshold-lock,DCA net benefit at threshold p_t: NB = TP/N - FP/N * p_t/(1-p_t); clinical utility framing for T7 thresholds p_t 0.05/0.10/0.20,VERIFIED,True
T5-C4-001,Uncertainty of risk estimates from clinical prediction models: rationale challenges and approaches,Riley et al,2025,BMJ 388:e080749,10.1136/bmj-2024-080749,39947680,https://doi.org/10.1136/bmj-2024-080749,article,True,4,clinical-evidence-scout,T5-corpus-lock,Load-bearing: point risks without intervals norm; CRASH interval 0.477-0.693 calibration uncertainty 0.25-0.45; bootstrap/Bayesian intervals + sample-size-for-precision; chaining TRIPOD->TRIPOD+AI->Riley->Van Calster,VERIFIED,True
T5-C4-002,A calibration hierarchy for risk models was defined: from utopia to empirical data,Van Calster et al,2016,J Clin Epidemiol,10.1016/j.jclinepi.2015.12.005,,https://doi.org/10.1016/j.jclinepi.2015.12.005,article,True,4,clinical-evidence-scout,T5-corpus-lock,Calibration hierarchy mean->weak->moderate->strong -- extraction form vocabulary for overall vs subgroup matrix,VERIFIED,True
T5-C4-003,Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) Statement,Collins et al,2015,BMJ 350:g7594,10.1136/bmj.g7594,,https://doi.org/10.1136/bmj.g7594,guideline,True,4,clinical-evidence-scout,T5-corpus-lock,Corpus definition v1: original TRIPOD 22-item checklist; chaining start TRIPOD 2015->TRIPOD+AI 2024,VERIFIED,True
T5-C4-004,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,Collins et al,2024,BMJ 385:e078378,10.1136/bmj-2023-078378,,https://doi.org/10.1136/bmj-2023-078378,guideline,True,4,clinical-evidence-scout,T5-corpus-lock,Corpus definition v2: 27-item 2024 includes fairness/reproducibility/uncertainty; defines TRIPOD+AI era split 2015-2023 vs 2024-2025,VERIFIED,True
T5-C4-005,A systematic review shows no performance benefit of machine learning over logistic regression for clinical prediction models,Christodoulou et al,2019,J Clin Epidemiol 110:12-22,10.1016/j.jclinepi.2018.09.024,,https://doi.org/10.1016/j.jclinepi.2018.09.024,systematic_review,True,4,clinical-evidence-scout,T5-corpus-lock,Systematic review 71 comparisons ML vs logistic no benefit; calibration reporting poor -- next discriminating quality is subgroup calibration,VERIFIED,True
T5-C4-006,Geographic disparities and methodological quality of type 2 diabetes prediction models: a systematic review and meta-analysis of 97 models,Queiroz et al,2026,BMC Endocr Disord 26:138,10.1186/s12902-026-02301-2,42087146,https://doi.org/10.1186/s12902-026-02301-2,systematic_review,True,4,clinical-evidence-scout,T5-corpus-lock,MUST corpus paper with table: 97 models 65 studies 15796 screened; China 47.4% 70.1% Asian 7.2% US 21.6% external validation 91.8% high RoB Analysis 83.5%; Europe PMC PMC13169604 fullTextXML 61000 chars 2 tables -- form feasibility demonstrated with numbers,VERIFIED,True
T5-C4-007,PROBAST: a tool to assess the risk of bias and applicability of prediction model studies,Wolff et al,2019,Ann Intern Med 170:51-58,10.7326/M18-1376,30596875,https://doi.org/10.7326/M18-1376,article,True,4,clinical-evidence-scout,T5-corpus-lock,PROBAST RoB tool Participants/Predictors/Outcome/Analysis; overall high risk 91.8% in Queiroz Table 2; anchor for extraction form,VERIFIED,True
T5-C4-008,A Gentle Introduction to Conformal Prediction and Distribution-Free Uncertainty Quantification,Angelopoulos & Bates,2023,FTML 16:494-591,10.1561/2200000101,,https://doi.org/10.1561/2200000101,review,True,4,clinical-evidence-scout,T5-corpus-lock,Conformal baseline distribution-free coverage under exchangeability; complements Riley intervals for subgroup comparison,VERIFIED,True
